Judul_Artikel,Tanggal Publish,Content_Artikel,Category
Perusahaan Ini Luncurkan Ruang Beli Mobil Baru secara Online,"07/12/2023, 14:25 WIB","JAKARTA, KOMPAS.com - Kebiasaan konsumen pasca pandemi dan perkembangan teknologi informasi memberi dampak pada perubahan aktivitas belanja masyarakat Indonesia dari belanja konvensional ke belanja online. Perubahan perilaku ini juga terasa di semua lini segmen komoditas, tidak hanya produk-produk kebutuhan harian, namun juga moda transportasi pribadi. Menjawab adanya tantangan perubahan perilaku konsumen di era milenial, Galemoru menghadirkan skema baru dalam pembelian mobil yang lebih ringas dan mudah. Alif Khadaffa, Chief Technical Officer Galemoru menjelaskan, tren minat belanja masyarakat di era modern sudah banyak dipengaruhi oleh teknologi digital dan serba online. Baca juga: Begini Cara Ukur Helm Saat Beli Secara Online  “Untuk itulah kami menghadirkan layanan penjualan mobil menggunakan platform digital dan sudah 100 persen online. Selain mempermudah masyarakat, layanannya jauh lebih transparan bagi konsumen,” ucapnya saat peluncuran Galemoru di Jakarta, Kamis (7/12/2023). Harry Sendiko, Founder sekaligus CEO Galemoru menjelaskan, gingga saat ini, cara membeli mobil baru yang 100 persen melalui aplikasi marketplace masih belum ada di Indonesia. “Belum ada platform digital untuk menjual mobil baru, baru sebatas transaksi secara hybrid. Membangun bisnis seperti ini memang tidak mudah namun kami yakin ini memiliki potensi besar,” ujar Harry. Pola bisnis Galemoru serupa dengan marketplace pada umumnya, yakni sebagai aplikasi pembelian mobil baru secara online, dengan tampilan yang mudah digunakan dan menawarkan end to end service. Baca juga: Resmi Diluncurkan, Ini Spesifikasi Lengkap Honda Accord RS Hybrid  Galemoru juga sudah menggandeng beberapa APM otomotif, diler, hingga perusahaan asuransi untuk menunjang ekosistem dan kemudahan transaksi bagi konsumen. Menurut Harry, transaksi mobil baru melalui aplikasi akan menguntungkan konsumen, dalam hal menentukan sendiri preferensi harga, pengaturan kredit, pilihan leasing, hingga pilihan asuransi tanpa perlu keluar rumah dan hanya melalui Galemoru. Kelebihan lainnya dalam aplikasi Galemoru, konsumen dapat membandingkan beberapa jenis dan merk kendaraan yang diinginkan tanpa harus berkeliling dealer, jauh lebih mudah dan nyaman bagi konsumen, karena tidak harus menghabiskan banyak waktu dan tenaga.",Otomotif
Tol Cijago Seksi 3B Dibuka Saat Libur Natal dan Tahun Baru 2024,"07/12/2023, 14:25 WIB","JAKARTA, KOMPAS.com - Kementerian Pekerjaan Umum dan Perumahan Rakyat (PUPR) memastikan kesiapan jalan tol untuk mendukung kelancaran arus lalu lintas saat libur Natal 2023 dan Tahun Baru 2024 (Nataru) mendatang. Salah satu ruas tol yang akan dioperasikan libur Nataru nanti adalah Tol Cinere-Jagorawi (Cijago) Seksi 3B yang baru saja rampung. Alhasil, Tol Cijago telah rampung, menghubungkan Jagorawi dengan Cinere sepanjang 14,64 Km. Menteri PUPR Basuki Hadimuljono mengatakan, jalan tol yang siap digunakan mendukung libur Nataru sebenarnya sepanjang 2.816 Km dan dilengkapi fasilitas Tempat Istirahat dan Pelayanan (TIP) sebanyak 132 TIP. Baca juga: Semua Ruas Tersambung, Tol Cijago Seksi 3B Masih Belum Beroperasi  ""Pembangunan jalan tol baru hingga akhir tahun 2023 ditargetkan sepanjang 410 km. Sampai November 2023, jalan tol yang sudah dioperasikan sepanjang 218 km, sisanya sepanjang 192 km akan dapat dioperasikan atau difungsikan pada Natal 2023 dan Tahun Baru 2024,"" kata Basuki dalam siaran resmi belum lama ini. Secara rinci, jalan tol Cijago yang operasional adalah Seksi 3A Kukusan-Jc.Krukut dan Ramp 4,5 JC Krukut sepanjang 3,5 Km dan Seksi 3B JC Krukut-Cinere sepanjang 2,2 Km. ""Kami akan terus berkoordinasi dengan Kementerian Perhubungan, Korlantas, dan Kementerian atau Lembaga lain untuk mengoptimalkan pemanfaatan sarana yang telah kita siapkan demi kelancaran arus lalu lintas Nataru,"" kata Basuki. Baca juga: Simak Skema Cicilan Chery Omoda 5 GT AWD  Redaksi Kompas.com sudah mencoba langsung Tol Cijago dengan masuk dari sisi Timur belum lama ini. Tepatnya dari Jalan Tol Jakarta-Bogor-Ciawi (Jagorawi), yang berpotongan dengan Junction Cimanggis dan Tol Cimanggis-Cibitung. Kebetulan kondisi lalu lintas lancar dan kecepatan rata-rata 100 kpj, hanya membutuhkan waktu sekitar 10 menit untuk sampai ke Gerbang Tol Krukut Junction, yang tersambung dengan Tol Depok-Antasari (Desari). Sayangnya saat itu kami coba, ruas tol Cijago Seksi 3B, masih belum beroperasi. Namun, pengoperasiannya disebutkan akan dilakukan dalam waktu dekat, kemungkinan saat libur Nataru mendatang.",Otomotif
"Resmi Diluncurkan, Ini Spesifikasi Lengkap Honda Accord RS Hybrid","07/12/2023, 14:16 WIB","JAKARTA, KOMPAS.com - PT Honda Prospect Motor (HPM) resmi meluncurkan produk e:HEV keduanya untuk pasar Tanah Air, Honda Accord RS Hybrid, Kamis (7/12/2023). Sudah sempat ditampilkan di ajang Gaikindo Indonesia International Auto Show (GIIAS) 2023 lalu, mobil tampak tidak ada yang berubah. Tampang sedan kelas mewah ini begitu mengintimidasi tetapi juga terasa mewah. ""New Honda Accord RS e:HEV menurut opini saya pribadi adalah sedan Accord dan sedan RS tercanggih,"" kata Presiden Direktur HPM Kotaro Shimizu dalam seremoni peluncurannya di Jakarta, Kamis. Baca juga: Honda Accord RS Hybrid Resmi Meluncur, Harga Nyaris Rp 1 Miliar  Pernyataan Kotaro sejalan dengan sejumlah penyematan aspek menarik yang modern di dalam mobil. Bukan hanya berkaitan tentang baterai, tetapi lebih dari itu dengan tujuan menambah sensasi berkendara. Perubahan pertama terdapat pada bagian eksterior, di mana lampu utama pada mobil semuanya sudah LED dengan projektor. Untuk lampu penunjuk arah atau sein pun dibuat sequential. Kemudian, mobil juga diberi body kit tambahan berwarna piano black khas dari model RS yang ditempatkan di bemper depan dan belakang, side skirt, sampai fendernya. Soal kaki-kaki, Accord RS Hybrid diberikan pelek 18 inci two tone. Sementara desain lampu belakang menampilkan gaya linear yang menekankan lebar bodi, serta lampu sein LED sequential. Baca juga: Pedrosa Menang Banding, Otoritas Pajak Spanyol Ganti Rp 40 Miliar   Pada bagian kabinnya, hal yang jelas berbeda ialah kehadiran Head Up Display berukuran 11,5 inci, menghadirkan sejumlah informasi penting berkendara. Jadi pengemudi bisa fokus untuk melihat ke depan ketika membawa mobil. Sementara meter cluster-nya kini berukuran 10,2 inci dengan layar hiburan 12,3 inci. Pada bagian belakang terdapat juga Rear Center Console serta Rear A/C Ventilation with Dual USB Charger Type C, Rear Side Sunshade serta Electrostatic Touch LED Light. Penumpang semakin dimanjakan dengan kabin nyaman yang dilengkapi dengan Power Panoramic Sunroof, Premium Speaker BOSE yang ditempatkan di 12 titik serta Multicolor Interior Ambient Light dengan warna yang dapat disesuaikan dengan keinginan dari penggunanya. Honda Accord RS Hybrid mengusung fitur konektivitas Honda CONNECT dan dilengkapi Google built-in. Fitur ini memungkinkan pemilik mengakses berbagai informasi dan fungsi penting pada mobil dari mana saja melalui aplikasi di Smartphone.  Untuk pertama kalinya di Indonesia, terdapat fitur Digital Key yang disematkan di mobil. Fitur ini juga dapat diakses melalui aplikasi Honda CONNECT dimana bisa menggantikan fungsi Smart Key untuk membuka dan mengunci pintu, memberikan notifikasi jika pengemudi lupa menutup pintu dan jendela bahkan mengoperasikan mobil. Soal fitur keselamatan, tentu saja kehadiran Honda Sense menjadi perangkat standar yang juga mencakup adaptive driving beam, active cornering light, popup hood, multi view camera assist, sampai motion management system. Accord RS Hybrid mengusung sistem hybrid. Tenaga disuplai mesin pembakaran dalam 4-silinder siklus Atkinson 1.993 cc dan motor listrik atau dinamo. Baca juga: Toyota Pertahankan Mesin Konvensional Untuk Mobil Balap  Mesin konvensional mampu menghasilkan tenaga 144 Tk dan torsi 182 Nm. Adapun motor listrik diklaim menghasilkan 135 kW atau setara 181 Tk dan torsi 335 Nm. Sehingga secara kombinasi, sistem hybrid gabungan dua tenaga Accord e:HEV menghasilkan tenaga 204 Tk. Tidak cuma tenaga yang jadi unggulan, sistem hybrid pada Accord e:HEV juga diklaim super irit dengan konsumsi 25 km per liter atau lebih irit dari patokan LCGC 20 km per liter. Honda Accord RS Hybrid dibanderol Rp 959.900.000 on the road (OTR) Jakarta, dengan nomor rangka 2024.",Otomotif
Simak Skema Cicilan Chery Omoda 5 GT AWD,"07/12/2023, 13:41 WIB","JAKARTA, KOMPAS.com - Chery Motors Indonesia belum lama ini meluncurkan Omoda 5 GT AWD, tepatnya pada Oktober 2023 lalu. Mobil yang hadir di segmen sport utility vehicle (SUV) Crossover ini hadir dengan tampilan yang sporty, interior yang nyaman serta mesin yang lebih bertenaga. Tak hanya itu, SUV Crossover asal negeri Tiongkok ini juga sudah dibekali fitur keselamatan yang cukup mumpuni, di antaranya Autonomous Emergency Brake (AEB), Integrated Cruise Assist (ICA), Drive Away Warning (DAW), Traffic Jam Assist (TJA), dan Front Collision Warning (FCW). Baca juga: Toyota Pertahankan Mesin Konvensional Untuk Mobil Balap Sebagai informasi, Chery Omoda 5 GT dibanderol Rp 488,8 juta. Bagi yang berminat meminang Omoda 5 GT AWD dengan skema pembelian kredit, sudah ada skema cicilan yang bisa dipertimbangkan. Metode ini dipercaya mampu menjaga stabilitas ekonomi pembelian imbas adanya penambahan belanja (kendaraan bermotor), di samping banyaknya program menariknya berupaya down payment (DP) rendah hingga bunga ringan.  “Booking fee-nya Rp 5 juta, sudah dapat rangka 2024,” ucap salah satu tenaga penjual Chery di Jakarta, kepada Kompas.com, Rabu (7/12/2023). Baca juga: Mulai Rp 200 Jutaan, Intip Daftar Harga Mobil Hybrid per Desember 2023 Berikut contoh skema cicilan Omoda 5 GT AWD dengan DP rendah 20 persen: Omoda 5 GT AWD Rp 488,8 juta12 BulanUang muka : Rp 100.540.000Angsuran : Rp 36.844.000 24 BulanUang muka : Rp 100.540.000Angsuran : Rp 19.644.000 36 BulanUang muka : Rp 100.540.000Angsuran : Rp 13.885.000 48 BulanUang muka : Rp 100.540.000Angsuran : Rp 11.223.000 60 BulanUang muka : Rp 100.540.000Angsuran : Rp 9.960.000",Otomotif
"Daftar Harga Hatchback di Pengujung 2023, Mazda2 Naik","07/12/2023, 13:31 WIB","JAKARTA, KOMPAS.com - Menjelang akhir tahun 2023, PT Eurokars Motor Indonesia (EMI) resmi menghadirkan pembaruan pada Mazda2 yang bermain di segmen hatchback. Kehadiran Mazda2 facelift juga memengaruhi harganya yang naik pada Desember 2023. Modal tampilan baru yang lebih sporty serta tambahan fitur canggih membuat banderolnya terkerek hingga Rp 18,9 juta. Pada November lalu, harga Mazda2 masih di kisaran Rp 348,8 juta. Namun, berkat adanya sentuhan baru baik di sisi eksterior, interior, juga fitur, kini menjadi Rp 367,7 juta on the road (OTR) Jakarta. Baca juga: Adu Harga MPV Murah Jelang Akhir 2023, Siapa Paling Terjangkau?  Sementara untuk harga hatchback lainnya, seperti Toyota Yaris, Suzuki Baleno, dan Honda City Hatchback RS, sampai pengujung tahun ini masih stabil. Toyota masih menawarkan Yaris mulai Rp 326,1 juta sampai Rp 349 juta. Sementara itu, City dijual dari Rp 345,3 juta sampai Rp 375,3 juta. Pilihan hatchback paling terjangkau ditawarkan Suzuki melalui Baleno. Mobil yang juga baru mendapat tambahan fitur dalam ajang GIIAS 2023 dijual Rp 281,4 juta hanya untuk tipe matik. Baca juga: Daftar Harga LCGC Baru Jelang Akhir Tahun, mulai Rp 134 Juta  Lebih langkah, berikut daftar harga hatchback OTR Jakarta per Desember 2023: Toyota Yaris 1.5 S M/T GR SPORT 3 Airbags Monotone Rp 326.100.000Yaris 1.5 S M/T GR SPORT 3 Airbags Bi-Tone Rp 330.100.000Yaris 1.5 S CVT GR SPORT 3 Airbags Monotone Rp 338.200.000Yaris 1.5 S CVT GR SPORT 3 Airbags Bi-Tone Rp 342.200.000Yaris 1.5 S CVT GR SPORT 7 Airbags Monotone Rp 345.000.000Yaris 1.5 S CVT GR SPORT 7 Airbags Bi-Tone Rp 349.000.000 Honda City Hatchback RS MT Rp 345.300.000City Hatchback RS CVT Rp 355.300.000City Hatchback RS CVT with Honda Sensing Rp 375.300.000 Suzuki Baleno Hatchback AT Rp 281.400.000 Mazda Mazda2 Rp 348.800.000 naik Rp 367.700.000",Otomotif
Filosofi Nama PO Juragan 99 Trans,"07/12/2023, 13:21 WIB","JAKARTA, KOMPAS.com - Nama perusahaan otobus (PO) Juragan 99 Trans kini menjadi salah satu layanan bus pariwisata dan bus AKAP di Tanah Air dengan fasilitas mewah. Pemilik PO Juragan 99 Trans, Gilang Widya Pramana mengatakan, nama PO Juragan 99 Trans ada kaitannya dengan nama usaha yang dikelolanya saat awal merintis bisnis. Baca juga: Bus PO Juragan 99 Trans Pakai Pelek Alcoa, Satu Set Rp 80 Juta ""Nama Juragan 99, itu mulainya karena dulu saya buka usaha cuci motor. Kebetulan saya penggemar Jorge Lorenzo. Jadi 99 itu nomor balap dia di MotoGP. Kemudian nama jasa cuci motor saya itu Lorenzo Snow Wash 99, ""kata Gilang di J99 Tower, Pasar Minggu Jakarta Selatan, Selasa (5/12/2023).  Dari usahanya tersebut, Gilang mendapatkan julukan Juragan dari karyawannya. Kemudian julukan tersebut diadopsi sebagai nama perusahaan J99 Corp yang menaungi PO Juragan 99 dan beberapa lini bisnis lain. PO Juragan 99 Trans sendiri pertama kali meluncur pada 2018 di mana membuka divisi bus pariwisata. Kemudian pada pertengahan 2022 baru membuka layanan bus AKAP. Baca juga: Alasan PO Juragan 99 Trans Buka Layanan AKAP Sleeper Bus Instagram @juragan99trans Bus PO Juragan 99 Trans Berkat bisnisnya yang berkembang, angka 99 tersebut kini Gilang kaitkan dengan nama Asmaul Husna atau nama-nama Allah yang indah. ""Alhamdulillah saat ini berkaitan dengan Asmaul Husna dan kita lebih bermanfaat buat orang banyak. Intinya, dilindungi dari orang yang ingin dzolim karena saya mulainya dulu nol,"" kata Gilang.",Otomotif
Begini Cara Ukur Helm Saat Beli secara Online,"07/12/2023, 13:12 WIB","JAKARTA, KOMPAS.com - Helm merupakan perlengkapan keselamatan yang wajib digunakan saat berkendara sepeda motor, dirancang untuk melindungi kepala pengendara dari cedera serius apabila terjadi kecelakaan. Penting untuk memilih helm sesuai Standar Nasional Indonesia (SNI) berlaku dan memastikan bahwa helm tersebut sesuai dengan ukuran kepala pengendara. Akan tetapi, untuk pembeli helm secara online akan kesulitan bagaimana cara menentukan ukuran yang sesuai dengan kepala. Baca juga: Tidak Menggunakan Helm Saat Naik Motor Bisa Kena Tilang Rp 250.000  Priadanis Nugroho Putra, Store Manager RC Motogarage, mengatakan, sebelum membeli helm secara online, pembeli bisa mengukur lingkar kepala dengan telunjuk. “Yang harus diperhatikan pertama yaitu memastikan lingkar kepala karena setiap helm pasti memiliki size yang berbeda,” ujar Priadanis kepada Kompas.com beberapa waktu lalu. Sementara itu, pegiat dari Komunitas Belajar Helm, Ahmad M, mengatakan, sebelum membeli helm secara online, pastikan untuk memilih merek dan modelnya. Setelah itu, tentukan ukurannya yang tiap merek berbeda-beda. Baca juga: Aturan Spesifikasi Helm yang Sesuai SNI  “Kalau masih ragu mengenai ukuran helm, ukur lingkar kepala saja. Jadi diukur lingkar kepala melingkar dari dahi ketemu dahi, habis itu bisa cari size chart helm di internet untuk memastikan ukuran,” ujar Ahmad. Adapun helm yang diproduksi sesuai SNI memiliki pilihan ukuran, yaitu XS, S, M, L, XL, dan XXL. Ukuran ini bisa digunakan untuk acuan memilih helm sesuai dengan kepala pemakai. Berikut penjelasan ukurannya:",Otomotif
"Uji Coba Skybridge, Jalan Sekitar Stasiun Bojonggede Berlaku Satu Arah","07/12/2023, 13:05 WIB","BOGOR, KOMPAS.com – Dinas Perhubungan Kabupaten Bogor, Jawa Barat, memberlakukan rekayasa lalu lintas Sistem Satu Arah (SSA) di sekitar Stasiun Bojonggede dan Terminal Bojonggede mulai Kamis (7/12/2023). Hal ini dilakukan bersamaan dengan uji coba jembatan layang atau Skybridge Bojonggede mulai Selasa (5/12/2023) dan rencananya akan diresmikan pada Minggu (10/12/2023). Dilansir dari Instagram BPJT Kemenhub (7/12/2023), disebutkan bahwa sistem satu arah dilakukan sebagai upaya mengurai kemacetan di wilayah Bojonggede. Baca juga: Mobil Listrik Neta V Dapat Garansi Seumur Hidup Sebuah kiriman dibagikan oleh BPTJ 151 (@bptjkemenhub) “Kendaraan dari arah Cilebut dan Gaperi menuju Citayam melalui Jl. Raya Tonjong, Jl. Kampung Pulo dan Jl. Kampung Sawah,” tulis Instagram @bpjtkemenhub. “Kendaraan dari arah Tajurhalang menuju Tonjong melalui Jl. Kampung Sawah, Jl. Raya Bojonggede dan Jl. Raya Tonjong,” lanjut akun tersebut. Dengan berlakunya rekayasa lalu lintas ini, artinya kendaraan dari Cilebut ataupun dari Gaperi tidak bisa langsung ke arah Stasiun-Terminal Bojonggede. Baca juga: Lima Tahun Jadi Taksi, Mobil Listrik BYD Tembus 650.000 Km Sebuah kiriman dibagikan oleh BPTJ 151 (@bptjkemenhub) Tapi harus memutar ke Jalan Kedung Waringin lanjut ke Jalan Kampung Pulo hingga Jalan Perumahan Griya Yasa Lestari dan keluar di Jalan Raya Bojonggede dekat pelintasan kereta. Selain itu, Dinas Perhubungan Kabupaten Bogor juga akan memberlakukan penutupan Pintu Selatan Stasiun Bojonggede. Rencananya aturan ini akan berlaku permanen mulai Sabtu, 9 Desember 2023. Adapun pintu masuk stasiun dialihkan lewat Skybridge yang bermula di Terminal Bojonggede.",Otomotif
Lin Jarvis Ungkap Pentingnya Konsesi bagi Yamaha di MotoGP,"07/12/2023, 12:42 WIB","JAKARTA, KOMPAS.com - MotoGP mengonfirmasi akan kembali menggunakan sistem konsesi yang akan mulai berlaku pada musim 2024. Konsesi ini dibuat agar semua pabrikan punya kemampuan yang setara di atas lintasan. Bila performa tim jelek bisa menggunakan konsesi tersebut supaya bisa tampil lebih kompetitif. Salah satu alasan pemberlakuan konsesi ini tak terlepas dari melempemnya dua tim pabrikan asal Jepang yakni Yamaha dan Honda. Kedua pabrikan yang dulunya menguasai podium kini berada di papan bawah klasemen, kalah saing oleh pabrikan asal Eropa. Baca juga: Orang Indonesia Masih Belum Paham Manfaat Pakai Helm Saat Berkendara Managing Director Yamaha Motor Racing Lin Jarvis mengungkapkan bahwa saat ini konsesi di MotoGP merupakan hal yang penting bagi Yamaha. “Sayangnya, konsesi sangat penting bagi kami. Jika kami ingin mengambil langkah maju lagi, kami memerlukan lebih banyak pilihan untuk pengujian,” ucap Jarvis, dikutip dari Speedweek, Rabu (7/12/2023). “Tahun depan kami hanya akan memiliki dua pembalap. Pengujian akan membantu kita, ini akan memberi kita lebih banyak kebebasan. Kami dapat menggunakan lebih banyak mesin dan juga mengubah spesifikasi sepanjang musim,” lanjutnya.  Seperti diketahui, untuk sistem konsesi pada musim 2024 akan dibagi berdasarkan peringkat, yaitu ranking A, B, C dan D. Yamaha sendiri berada di peringkat D, di mana akan diizinkan melakukan 260 kali uji ban, pengujian di sirkuit GP mana pun, enam wildcard, pengujian tak cuma pebalap uji, tetapi juga pebalap inti, serta mendapat jatah maksimal 10 mesin yang dapat dikembangkan secara bebas dan dua pembaruan aero per tahun. Sementara Ducati berada di peringkat A, di mana pabrikan hanya punya 170 ban uji, tes tertutup dengan pebalap uji hanya boleh di tiga sirkuit, tidak ada wildcard, dan hanya boleh pakai delapan mesin per tahun. Aturan konsesi baru MotoGP ini memang dianggap lebih mengekang Ducati. Namun, menurut Jarvis hal itu wajar, mengingat Ducati saat ini memiliki performa mesin yang sangat kuat dibandingkan pabrikan lain. Terlebih pabrikan asal Italia itu menurunkan delapan pebalap di musim 2024.  Baca juga: Update Harga Motor Sport 150 cc per Desember 2023 “Ya saya mengerti. Beberapa orang menganggap terlalu banyak Ducati di Kejuaraan Dunia. Itu pendapat saya juga, tapi tetap tidak adil. Mereka telah menawarkan mesin yang sangat kuat. Pabrik lain tidak melakukan hal ini dan hal ini berjalan baik bagi Ducati, yang kini memiliki delapan pebalap,” kata Jarvis. Untuk konsesi musim 2024, Ducati akan berada di peringkat A, KTM dan Aprilia berada di peringkat C, sedangkan Yamaha dan Honda berada di peringkat D.",Otomotif
"Ke Luar Negeri Sekarang Bisa Naik Bus DAMRI, Tarif Rp 300.000","07/12/2023, 12:32 WIB","JAKARTA, KOMPAS.com - DAMRI resmi mengumumkan peluncuran layanan baru Angkutan Lintas Batas Negara (ALBN) di Singkawang, Kalimantan Barat ke Kuching, Malaysia. Pembukaan rute ini merupakan bagian dari langkah strategis DAMRI memperluas jaringan global. Selain itu juga diharapkan bisa memberikan pilihan transportasi bagi masyarakat dengan biaya yang relatif terjangkau. Direktur Komersial dan Pengembangan Usaha Dadan Rudiansyah mengatakan, layanan DAMRI hadir sebagai bentuk solusi transportasi yang lebih terintegrasi dan nyaman buat masyarakat Indonesia maupun Malaysia. Baca juga: DAMRI Siap Kerahkan Bus Listrik di IKN DOK. DAMRI DAMRI resmi buka layanan ALBN Singkawang-Malaysia ""Hadirnya layanan yang menghubungkan Singkawang dengan Kuching sebagai tanda kerja sama yang erat antara pemerintah Indonesia dan Malaysia melalui Forum Sosek Malindo,"" kata Dadan dalam siaran resmi yang Kompas.com terima, Kamis (7/12/2023). Layanan baru DAMRI ini bersifat transit, alias penumpang akan berganti bus di Pambangunan Pos Lintas Batas Negara (PLBN) Aruk. Perjalanan dilanjutkan dengan Bus Biara Mas yang telah bekerja sama dengan DAMRI. “Hal ini (transit) tidak hanya mempercepat proses lintas batas, tetapi juga meningkatkan kenyamanan pelanggan melakukan aktivitas perjalanan lintas batas negara,” ucap Dadan. Baca juga: Daftar Harga LCGC Baru Jelang Akhir Tahun, mulai Rp 134 Juta DAMRI juga berupaya ke depannya ALBN tersebut bisa dioperasikan secara direct service, tak lagi transit. Jadinya nanti membuat konsumen semakin nyaman dan bisa bersaing dengan layanan lintas batas negara lain. “Dengan komitmen ini, DAMRI berupaya memberikan layanan langsung, efisien, dan nyaman bagi masyarakat kedua negara. Melalui direct services, perjalanan antara Singkawang dan Kuching akan menjadi lebih efektif, mengurangi waktu tempuh, dan meminimalkan perpindahan antar bus,” harap Bapak Dadan. Untuk rute perjalanan yang dilayani adalah Singkawang – Kuching via Sambas – PLBN Aruk – Border Biawak – Lundu. Jadwal operasional dari Singkawang dengan titik keberangkatan di Singkawang Grand Mall tersedia pukul 06.00 WIB, sedangkan dari Kuching dengan titik keberangkatan di Kuching Central Terminal tersedia pukul 10.00 waktu setempat.  Tarif yang berlaku untuk layanan ini sebesar Rp 300.000 atau RM 100. Armada yang dikerahkan tersedia untuk layanan kelas eksekutif dengan kapasitas 34 seat. Frekuensi keberangkatan harian, kini masyarakat akan dengan mudah terhubung ke berbagai destinasi utama di wilayah Malaysia. Masyarakat dapat mengakses DAMRI Apps untuk melakukan pemesanan tiket perjalanan ALBN yang dapat diperoleh di Google Play Store atau Apps Store secara mudah, praktis, dan cepat. Adapun, bila ada pertanyaan lebih lanjut masyarakat dapat menghubungi WhatsApp layanan CS di 0811-2110-0825.",Otomotif
Proton Akui Sulit Bergerak di Indonesia ,"07/12/2023, 12:22 WIB","JAKARTA, KOMPAS.com - Proton mengakui sulit menembus pasar otomotif Indonesia. Merek asal Malaysia tersebut bicara bahwa persaingan otomotif di Thailand dan Indonesia sangat ketat. Hal tersebut disampaikan CEO Proton, Dr Li Chunrong, saat peluncuran sedan Proton S70 di Malaysia. Li Chunrong menyebut butuh waktu lama untuk Proton jika ingin kembali ke Thailand dan Indonesia. Baca juga: Teknik Mengerem Motor Matik, Pakai Empat Jari Biar Pakem Seperti diketahui, sebagian saham Proton kini dimiliki Geely. Konsorsium asal China itu ingin menjadikan Proton sebagai salah satu dari tiga merek teratas di kawasan ASEAN.  Geely ingin Proton kembali ke pasar-pasar terbesar di ASEAN yaitu Thailand dan Indonesia. Sedangkan berdasarkan sejarah, Proton kalah saing dan tak bisa berbuat banyak saat di Indonesia. “Jadi kalau kita mau bersaing di sana, kita perlu menyiapkan produk sendiri dulu, ini penting,” kata Li Chunrong dilansir dari Paultan, Kamis (7/12/2023). Li Chunrong mengatakan, angka produksi mobil di Thailand dan Indonesia tembus lebih dari 1 juta unit. Membuat persaingan pasar di dua negara ini sangat ketat dibandingkan Malaysia. “Karena sebelumnya situasinya tidak berpihak pada kita di Thailand dan Indonesia. Jadi kita tidak ingin hal itu terjadi lagi, maka karena itu perlu persiapan yang matang, barulah kita masuk lagi,” katanya. Baca juga: Lima Tahun Jadi Taksi, Mobil Listrik BYD Tembus 650.000 Km Agung Kurniawan Suasana stan pameran Proton di PRJ. Untuk diketahui, saat ini Proton dimiliki oleh DRB-Hicom (50,1 persen) dan Geely (49,9 persen). Pemilik baru ingin Proton bisa memproduksi 500.000 unit mobil per tahun dan 50 persen atau 250.000 unit buat pasar ekspor. Li Chunrong mengatakan, jangan terpaku pada Thailand dan Indonesia sebab ada banyak pasar lain yang bisa dijelajahi oleh Proton. “Sebagai pengurus, kami harus memberikan dukungan. Dunia ini sangat luas, dan tidak hanya Thailand dan Indonesia (untuk pasar ekspor Proton),” kata Li Chunrong. Di sisi lain jejak Proton di Indonesia bisa dibilang kurang baik. Proton masuk pada 2007 di bawah bendera PT Proton Edar Indonesia (PEI) namun tidak bisa berkembang karena kalah saing dari mobil Jepang. Baca juga: Trackhouse Racing, Tim Satelit Aprilia Pakai Livery Nicky Hayden  Beberapa model yang hadir yaitu Proton Savvy, Gen 2 Persona, Gen 2, Wira, Neo, Waja, Saga, Exora, Neo CPS, Saga FL, Persona Elegance, Exora Star dan Suprima S, juga dapat sentimen negatif karena konflik Indonesia-Malaysia. Sejak 2019, PT PEI tidak eksis lagi di pasar otomotif nasional. Sempat terdengar rumor kalau Proton mau meluncurkan SUV hasil rebadge Geely Boyue, berlabel X70 dan meluncur di GIIAS 2019 namun tidak terlaksana. Kantor pusat Proton Indonesia yang berlokasi di Gandaria, Jakarta Selatan, saat ini sudah tutup dan belum ada informasi baru dari pihak merek ke awak media.",Otomotif
Orangtua Harus Ingatkan Anaknya Pakai Helm Saat Dibonceng,"07/12/2023, 12:12 WIB","SOLO, KOMPAS.com - Bagi pengendara sepeda motor dan penumpangnya, termasuk anak-anak kecil diharuskan untuk menggunakan helm. Hal ini bertujuan untuk meningkatkan keselamatan anak-anak saat berkendara, mengingat anak rentan terhadap cedera serius. Selain itu, helm juga memberikan perlindungan yang baik terhadap cedera kepala. Penting bagi orangtua memastikan bahwa anak-anak selalu menggunakan helm yang sesuai dan terpasang dengan benar setiap naik motor. Baca juga: Orang Indonesia Masih Belum Paham Manfaat Pakai Helm Saat Berkendara  Direktur lalu Lintas (Dirlantas) Kepolisian Daerah Jawa Tengah (Polda Jateng) Kombes Agus Suryo Nugroho mengatakan, orangtua akan diberikan arahan agar anak menggunakan helm ketika naik motor. “Penindakan humanis dan edukatif,” ucap Agus kepada Kompas.com, Rabu (6/12/2023). Baca juga: Awas, Aquaplaning Juga Intai Pengendara Motor  Selain itu, pengendara sepeda motor yang penumpangnya tidak menggunakan helm bisa kenakan denda Rp 250.000. Aturan ini tertulis pada Undang-Undang Nomor 22 Tahun 2009 tentang Lalu Lintas dan Angkutan Jalan (UU LLAJ) Pasal 291 ayat 2, yang menjelaskan: “Setiap orang yang mengemudikan Sepeda Motor yang membiarkan penumpangnya tidak mengenakan helm sebagaimana dimaksud dalam Pasal 106 ayat (8) dipidana dengan pidana kurungan paling lama 1 (satu) bulan atau denda paling banyak Rp250.000,00 (dua ratus lima puluh ribu rupiah).”",Otomotif
